Order,Family,Genus,species,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,hemionus kulan,54-55,54-55,,XY,,Animal Karyotype Book,Musilova et al. 2009,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,hemionus onager,55-56,55-56,,XY,,Animal Karyotype Book,Trifonov et al. 2008,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,przewalskii,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,przewalskii,66,66,,XY,,Animal Karyotype Book,Yang et al. 2003b,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,burchellii boehmi,44-45,44-45,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,zebra,32,32,,XY,,Blackmon,,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,kiang,52,52,,XY,,Animal Karyotype Book 2020,Musilova et al. 2009,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,zebra hartmannae,32,32,,XY,,Animal Karyotype Book 2020,Yang et al. 2003b,,,,,,,,,,,,,,
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,82,82,,XY,,Blackmon,,,,,,,,,,,,,,,
Perissodactyla,Rhinocerotidae,Ceratotherium,simum simum,82,82,,XY,,Animal Karyotype Book,Houck et al. 1994,,,,,,,,,,,,,,
Perissodactyla,Rhinocerotidae,Diceros,bicornis,84,84,,XY,,Animal Karyotype Book,Houck et al. 1995,,,,,,,,,,,,,,
Perissodactyla,Rhinocerotidae,Diceros,unicornis,82,82,,XY,,Blackmon,Houck et al. 1994,,,,,,,,,,,,,,
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,82,82,,XY,,Animal Karyotype Book 2020,Houck (Unpublished),,,,,,,,,,,,,,
Perissodactyla,Tapiridae,Tapirus ,bairdii,80,80,,XY,,Animal Karyotype Book,Houck et al. 2000,,,,,,,,,,,,,,
Perissodactyla,Tapiridae,Tapirus ,indicus,52,52,,XY,,Animal Karyotype Book,Houck et al. 2000,,,,,,,,,,,,,,
Perissodactyla,Tapiridae,Tapirus ,pinchaque,76,76,,XY,,Animal Karyotype Book,Houck et al. 2000,,,,,,,,,,,,,,
Perissodactyla,Tapiridae,Tapirus ,terrestris,80,80,,XY,,Blackmon,Houck et al. 2000,,,,,,,,,,,,,,
Pholidota,Manidae,Manis,javanica,38,38,,XY,,Animal Karyotype Book ,Nie and Yang (Unpublished),,,,,,,,,,,,,,
Pholidota,Manidae,Manis,pentadactyla,40,40,,XY,,Animal Karyotype Book 2020,Nie et al. 2009,,,,,,,,,,,,,,
Pilosa,Megalonychidae,Choloepus,didactylus,53,53,,XY,,Animal Karyotype Book,Nash (Unpublished),,,,,,,,,,,,,,
Pilosa,Megalonychidae,Choloepus,hoffmanni,49,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Pilosa,Cyclopedidae,Cyclopes,didactylus,64,64,,XY,,Animal Karyotype Book,Jorge 2000,,,,,,,,,,,,,,
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,54,54,,XY,,Blackmon,Jorge et al. 1977,,,,,,,,,,,,,,
Pilosa,Bradypodidae,Bradypus,torquatus,50,50,,XY,,Animal Karyotype Book 2020,Azevedo et al. 2012,,,,,,,,,,,,,,
Pilosa,Bradypodidae,Bradypus,variegatus,54,54,,XY,,Animal Karyotype Book 2020,Azevedo et al. 2012,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,azarae,50,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,azarai boliviensis,50,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,azarai infulatus ,50,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,nancymaae,54,54,,XY,,Animal Karyotype Book,F. Garcia et al. 2002b,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,sp.,50,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,trivirgatus,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,belzebul,50,49,,complex XY,X1X2Y,Blackmon,Lima and Seuanez 1989,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,belzebul,50,49,,XO,Y translocated to autosome,Animal Karyotype Book,Consigliere et al. .1998,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,caraya,50,50,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,guariba,50,49,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,palliata,54,53,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,sara,52,52,,complex XY,X1X2Y1Y2,Animal Karyotype Book,Stanyon et al. 1995,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,seniculus,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book,Stanyon et al. 1995,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,geoffroyi,34,34,,XY,,Blackmon,Pieczarka et al. 1989,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix ,lagotricha,62,62,,XY,,Animal Karyotype Book,Stanyon et al. 2001,,,,,,,,,,,,,,
Primates,Atelidae,Lagothrix ,cana,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,macconnelli ,46,46,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,sara,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Consigliere et al. 1996,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,caraya,54,54,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,guariba clamitans,46,45,,complex XY,X1X2X3Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,guariba,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Stanyon et al. 2011,,,,,,,,,,,,,,
Primates,Atelidae,Alouatta,arctoidea,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,Stanyon et al. 2011,,,,,,,,,,,,,,
Primates,Atelidae,Ateles,belzebuth marginatus,34,34,,XY,,Animal Karyotype Book 2020,de Oliveira et al. 2005,,,,,,,,,,,,,,
Primates,Atelidae,Ateles ,paniscus,34,34,,XY,,Animal Karyotype Book 2020,Pieczarka et al. 1989,,,,,,,,,,,,,,
Primates,Atelidae,Brachyteles,arachnoides,62,62,,XY,,Animal Karyotype Book 2020,de Oliveira et al. 2005,,,,,,,,,,,,,,
Primates,Cebidae,Callimico,goeldii,48,47,,complex XY,X1X2Y,Blackmon,Dumas et al. 2007,,,,,,,,,,,,,,
Primates,Cebidae,Mico,argentata,44,44,,XY,,Blackmon,Canavez et al. 1996,,,,,,,,,,,,,,
Primates,Cebidae,Mico ,chrysoleuca,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996,,,,,,,,,,,,,,
Primates,Cebidae,Mico,emiliae,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996,,,,,,,,,,,,,,
Primates,Cebidae,Mico,humeralifer,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996,,,,,,,,,,,,,,
Primates,Cebidae,Mico,humeralifer,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Callithrix,jacchus,46,46,,XY,,Blackmon,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cebidae,Mico,mauesi,44,44,,XY,,Animal Karyotype Book,Nagamachi et al. 1996,,,,,,,,,,,,,,
Primates,Cebidae,Callithrix,pygmaea,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Callithrix,geoffroyi,46,46,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 1997b,,,,,,,,,,,,,,
Primates,Cebidae,Callithrix,pygmaea,44,44,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cebidae,Leontopithecus,chrysopygus,46,46,,XY,,Animal Karyotype Book,Seuanez et al. 1988,,,,,,,,,,,,,,
Primates,Cebidae,Leontopithecus,rosalia,46,46,,XY,,Blackmon,Seuanez et al. 1988,,,,,,,,,,,,,,
Primates,Cebidae,Leontocebus,fuscicollis,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Saguinus,imperator,46,46,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished) ,,,,,,,,,,,,,,
Primates,Cebidae,Saguinus,midas,46,46,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cebidae,Saguinus,mystax,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Leontocebus,nigricollis,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Saguinus,oedipus,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cebidae,Cebus ,albifrons,54,54,,XY,,Blackmon,Amaral et al. 2008,,,,,,,,,,,,,,
Primates,Cebidae,Cebus ,albifrons albifrons,54,54,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Cebidae,Sapajus,apella,54,54,,XY,,Animal Karyotype Book,Clemente et al. 1987,,,,,,,,,,,,,,
Primates,Cebidae,Cebus ,capucinus,54,54,,XY,,Animal Karyotype Book,Campa and Stanyon 1992,,,,,,,,,,,,,,
Primates,Cebidae,Cebus ,olivaceus,52,52,,XY,,Animal Karyotype Book,Amaral et al. 2008,,,,,,,,,,,,,,
Primates,Cebidae,Saimiri,sciureus,44,44,,XY,,Blackmon,Stanyon et al. 2000,,,,,,,,,,,,,,
Primates,Aotidae,Aotus,griseimembra,54,54,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2011,,,,,,,,,,,,,,
Primates,Cebidae,Sapajus,cay,54,54,,XY,,Animal Karyotype Book 2020,Amaral et al. 2008,,,,,,,,,,,,,,
Primates,Cebidae,Cebus ,olivaceus,54,54,,XY,,Animal Karyotype Book 2020,Garcia et al. 2002a,,,,,,,,,,,,,,
Primates,Cercopithecidae,Allenopithecus ,nigroviridis,48,48,,XY,,Blackmon,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercocebus,galeritus,42,42,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercocebus,torquatus,42,42,,XY,,Blackmon,F. Garcia et al. 2002,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus,aethiops,60,60,,XY,,Blackmon,Finelli et al. 1999,,,,,,,,,,,,,,
Primates,Cercopithecidae,Miopithecus,talapoin,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,ascanius,66,66,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,ascanius schmidti,66,66,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,cephus,66,66,,XY,,Blackmon,Clemente et al. 1990,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,diana,58,58,,XY,,Animal Karyotype Book,Ponsa et al. 1980,,,,,,,,,,,,,,
Primates,Cercopithecidae,Allochrocebus,l'hoesti,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,mona campbelli,66,66,,XY,,Animal Karyotype Book,Clemente et al. 1990,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,nictitans,70,70,,XY,,Animal Karyotype Book,Ponsa and Eqozcue 1981,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,petaurista,66,66,,XY,,Animal Karyotype Book,Clemente et al. 1990,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus ,pogonias,72,72,,XY,,Animal Karyotype Book,Ponsa and Eqozcue 1981,,,,,,,,,,,,,,
Primates,Cercopithecidae,Colobus,guereza,44,44,,XY,,Animal Karyotype Book,Bigoni et al. 1997b,,,,,,,,,,,,,,
Primates,Cercopithecidae,Erythrocebus,patas,54,54,,XY,,Blackmon,Stanyon et al. 2005,,,,,,,,,,,,,,
Primates,Cercopithecidae,Macaca,fascicularis,42,42,,XY,,Blackmon,Ruiz-Herrera et al. 2002,,,,,,,,,,,,,,
Primates,Cercopithecidae,Macaca,fuscata,42,42,,XY,,Animal Karyotype Book,Weinberg et al. 1992,,,,,,,,,,,,,,
Primates,Cercopithecidae,Macaca,mulatta,42,42,,XY,,Blackmon,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Mandrillus,sphinx,42,42,,XY,,Animal Karyotype Book,Ponsa et al. (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Miopithecus,talapoin,54,54,,XY,,Animal Karyotype Book,Ponsa et al. 1980,,,,,,,,,,,,,,
Primates,Cercopithecidae,Nasalis,larvatus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cercopithecidae,Papio,hamadryas,42,42,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Papio,papio,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cercopithecidae,Semnopithecus,entellus,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Cercopithecidae,Trachypithecus,obscurus,44,44,,XY,,Blackmon,Ponsa et al. 1983,,,,,,,,,,,,,,
Primates,Cercopithecidae,Pygathrix ,nemaeus,44,44,,XY,,Blackmon,Bigoni 1995,,,,,,,,,,,,,,
Primates,Cercopithecidae,Trachypithecus,cristatus,44,44,,complex XY,XY1Y2,Animal Karyotype Book,Bigoni et al. 1997a,,,,,,,,,,,,,,
Primates,Cheirogaleidae,Microcebus,murinus,66,66,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus,neglectus,62,62,,XY,,Animal Karyotype Book 2020,Stanyon et al.2005,,,,,,,,,,,,,,
Primates,Cercopithecidae,Cercopithecus,mitis,72,72,,XY,,Animal Karyotype Book 2020,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Macaca,sylvanus,42,42,,XY,,Animal Karyotype Book 2020,Stanyon et al. (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Macaca,nigra,42,42,,XY,,Animal Karyotype Book 2020,Stanyon et al. (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Papio,anubis,42,42,,XY,,Animal Karyotype Book 2020,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Colobus,angolensis palliatus,44,44,,XY,,Animal Karyotype Book 2020,M. Houck (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Theropithecus,gelada,42,42,,XY,,Animal Karyotype Book 2020,M. Houck (Unpublished),,,,,,,,,,,,,,
Primates,Cercopithecidae,Semnopithecus,entellus,44,44,,XY,,Animal Karyotype Book 2020,Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Daubentoniidae,Daubentonia,madagascariensis,30,30,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Galagidae,Galago,alleni,40,40,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Galagidae,Galago,demidoff,58,58,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Galagidae,Galago,moholi,38,38,,XY,,Animal Karyotype Book,Stanyon et al. 2002,,,,,,,,,,,,,,
Primates,Galagidae,Otolemur,monteiri ,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Galagidae,Otolemur,crassicaudatus,62,62,,XY,,Animal Karyotype Book,Stanyon et al. 2002,,,,,,,,,,,,,,
Primates,Hominidae,Gorilla,gorilla,48,48,,XY,,Blackmon,Yunis and Prakash 1982,,,,,,,,,,,,,,
Primates,Hominidae,Homo,sapiens,46,46,,XY,,Blackmon,Francke 1994,,,,,,,,,,,,,,
Primates,Hominidae,Pan,paniscus,48,48,,XY,,Blackmon,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Hominidae,Pan,troglodytes,48,48,,XY,,Blackmon,Yunis and Prakash 1982,,,,,,,,,,,,,,
Primates,Hominidae,Pongo,pygmaeus,48,48,,XY,,Blackmon,Yunis and Prakash 1982,,,,,,,,,,,,,,
Primates,Hominidae,Pongo,abelii,48,48,,XY,,Animal Karyotype Book 2020,Jauch et al. 1992,,,,,,,,,,,,,,
Primates,Hylobatidae,Hylobates,lar,44,44,,XY,,Animal Karyotype Book,Jauch et al. 1992,,,,,,,,,,,,,,
Primates,Hylobatidae,Hylobates,moloch,42,42,,XY,,Animal Karyotype Book,Stanyon and Chiarelli 1983,,,,,,,,,,,,,,
Primates,Hylobatidae,Hylobates,klossii,50,50,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Hylobatidae,Symphalangus ,syndactylus,50,50,,XY,,Animal Karyotype Book 2020,Muller et al. 2003,,,,,,,,,,,,,,
Primates,Hylobatidae,Hoolock,hoolock,38,38,,XY,,Animal Karyotype Book 2020,Nie et al. 2001,,,,,,,,,,,,,,
Primates,Hylobatidae,Hoolock,leuconedys,38,38,,XY,,Animal Karyotype Book 2020,Capozzi et al. 2012,,,,,,,,,,,,,,
Primates,Hylobatidae,Nomascus,concolor,52,52,,XY,,Animal Karyotype Book 2020,Muller et al. 2003,,,,,,,,,,,,,,
Primates,Hylobatidae,Nomascus,leucogenys,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished),,,,,,,,,,,,,,
Primates,Hylobatidae,Nomascus,siki,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished),,,,,,,,,,,,,,
Primates,Hylobatidae,Nomascus,gabriellae,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished),,,,,,,,,,,,,,
Primates,Indriidae,Propithecus,tattersalli,42,42,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished) ,,,,,,,,,,,,,,
Primates,Indriidae,Propithecus,coquereli ,48,48,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished) ,,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,sanfordi,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,flavifrons,44,44,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Lemuridae,Lemur,catta,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,fulvus fulvus,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,macaco,44,44,,XY,,Blackmon,Muller et al. 2004,,,,,,,,,,,,,,
Primates,Lemuridae,Varecia,variegata subcincta,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,fulvus,60,60,,XY,,Animal Karyotype Book 2020,Muller et al. 2004,,,,,,,,,,,,,,
Primates,Lemuridae,Eulemur,macaco,44,44,,XY,,Animal Karyotype Book 2020,Muller et al. 2004,,,,,,,,,,,,,,
Primates,Lepilemuridae,Lepilemur,leucopus,26,26,,XY,,Animal Karyotype Book,Rumpler et al. 1985,,,,,,,,,,,,,,
Primates,Lepilemuridae,Lepilemur,ruficaudatus,20,20,,XY,,Animal Karyotype Book,Rumpler et al. 1985,,,,,,,,,,,,,,
Primates,Lepilemuridae,Lepilemur,septentrionalis,34,34,,XY,,Animal Karyotype Book,Rumpler et al. 1985,,,,,,,,,,,,,,
Primates,Lorisidae,Loris,tardigradus,62,62,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Lorisidae,Nycticebus,coucang,50,50,,XY,,Animal Karyotype Book,Stanyon et al. 1987a,,,,,,,,,,,,,,
Primates,Lorisidae,Nycticebus,pygmaeus,50,50,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Pitheciidae,Cacajao,calvus,46,45,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Primates,Pitheciidae,Cacajao,calvus rubicundus,46,46,,XY,,Animal Karyotype Book 2020,Finotelo et al. 2010,,,,,,,,,,,,,,
Primates,Pitheciidae,Plecturocebus,cupreus,46,46,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),,,,,,,,,,,,,,
Primates,Pitheciidae,Plecturocebus,pallescens,50,50,,XY,,Animal Karyotype Book,Stanyon et al. 2000,,,,,,,,,,,,,,
Primates,Pitheciidae,Callicebus,personatus nigrifrons,42,42,,XY,,Animal Karyotype Book,Nagamachi et al. 2003,,,,,,,,,,,,,,
Primates,Pitheciidae,Pithecia,pithecia,48,48,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Primates,Pitheciidae,Pithecia,irrorata,48,48,,XY,,Animal Karyotype Book 2020,Finotelo et al. 2010,,,,,,,,,,,,,,
Primates,Pitheciidae,Cheracebus,lugens,16,16,,XY,,Animal Karyotype Book 2020,Bonvicino et al. 2003,,,,,,,,,,,,,,
Primates,Pitheciidae,Callicebus,nigrifrons,42,42,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 2003,,,,,,,,,,,,,,
Primates,Pitheciidae,Callicebus,personatus,44,44,,XY,,Animal Karyotype Book 2020,Rofdrigues et al. 2011,,,,,,,,,,,,,,
Primates,Pitheciidae,Plecturocebus,donacophilus,50,50,,XY,,Animal Karyotype Book 2020,Barros et al. 2003,,,,,,,,,,,,,,
Primates,Pitheciidae,Plecturocebus,hoffmannsi,50,50,,XY,,Animal Karyotype Book 2020,J.C. Pieczarka (Unpublished),,,,,,,,,,,,,,
Primates,Pitheciidae,Callicebus,coimbrai,44,44,,XY,,Animal Karyotype Book 2020,Rodrigues et al. 2006,,,,,,,,,,,,,,
Primates,Pitheciidae,Cheracebus,torquatus,22,22,,XY,,Animal Karyotype Book 2020,Barros et al. 2000,,,,,,,,,,,,,,
Primates,Pitheciidae,Chiropotes,utahicki,54,54,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2004b,,,,,,,,,,,,,,
Primates,Tarsiidae,Cephalopachus,bancanus,80,80,,XY,,Animal Karyotype Book,Poorman et al. 1985,,,,,,,,,,,,,,
Primates,Tarsiidae,Carlito,syrichta,80,80,,XY,,Animal Karyotype Book,Rickart 2003,,,,,,,,,,,,,,
Proboscidea,Elephantidae,Elephas,maximus,56,56,,XY,,Blackmon,Houck et al. 2001,,,,,,,,,,,,,,
Proboscidea,Elephantidae,Loxodonta,africana,56,56,,XY,,Blackmon,Houck et al. 2001,,,,,,,,,,,,,,
Rodentia,Abrocomidae,Abrocoma,bennetti,64,64,,XY,,Animal Karyotype Book,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,arvalis,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Bathyergus,janetta,54,54,,XY,,Animal Karyotype Book,Nevo et al. 1986,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Fukomys,damarensis,78,78,,XY,,Animal Karyotype Book,Nevo et al. 1986,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Fukomys,mechowi,40,40,,XY,,Animal Karyotype Book,Macholan et al. 1993,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Georychus,capensis,54,54,,XY,,Animal Karyotype Book,Nevo et al. 1986,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Heterocephalus,glaber,60,60,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Bathyergidae,Fukomys,darlingi,54,54,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Fukomys,damarensis,80,80,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008,,,,,,,,,,,,,,
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,62,62,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008,,,,,,,,,,,,,,
Rodentia,Capromyidae,Capromys ,pilorides,40,40,,XY,,Blackmon,Perelman et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Capromyidae,Mysateles,prehensilis,34,34,,XY,,Animal Karyotype Book 2020,Milishnikov et al. 1990,,,,,,,,,,,,,,
Rodentia,Castoridae,Castor,canadensis,40,40,,XY,,Blackmon,Ward et al. 1991,,,,,,,,,,,,,,
Rodentia,Castoridae,Castor,fiber,48,48,,XY,,Animal Karyotype Book,Graphodatsky et al. 2008b,,,,,,,,,,,,,,
Rodentia,Caviidae,Cavia ,porcellus,64,64,,XY,,Blackmon,Romanenko et al. 2015,,,,,,,,,,,,,,
Rodentia,Caviidae,Dolichotis,patagonum,64,64,,XY,,Blackmon,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Caviidae,Hydrochoerus,hydrochaeris,66,66,,XY,,Blackmon,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Rodentia,Caviidae,Cavia ,tschudii,64,64,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Chinchillidae,Chinchilla,lanigera,64,64,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Chinchillidae,Lagostomus,maximus,56,56,,XY,,Blackmon,Graphodatskaya and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Abrothrix,longipilis,52,52,,XY,,Animal Karyotype Book,Gallardo 1982,,,,,,,,,,,,,,
Rodentia,Cricetidae,Abrothrix,olivaceus,52,52,,XY,,Animal Karyotype Book,Gallardo 1982,,,,,,,,,,,,,,
Rodentia,Cricetidae,Abrothrix,sanborni,52,52,,XY,,Animal Karyotype Book,Gallardo 1982,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,aerosus,40,40,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,simulator,36,36,,XY,,Animal Karyotype Book,Aniskin et al. 1996,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,sp.-1,,,,complex XY,"XX, XY females and XY males",Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,sp.-2,,,,complex XY,"XX, XY females and XY males",Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,toba,42,42,,XY,,Animal Karyotype Book,Aniskin et al. 1996,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,urichi venezeulensis,18,18,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Abrothrix,xanthorhinus,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon ,orophilus,26,26,,XY,,Blackmon,,,,,,,,,,,,,,,
